file,title,language,source
A93E6CFB1-zh.txt,Prayer for Swift Rebirth of the Fourth Dodrupchen Rinpoche,zh,'https://www.lotsawahouse.org/'
A93E6CFB1-bo.txt,Prayer for Swift Rebirth of the Fourth Dodrupchen Rinpoche,bo,'https://www.lotsawahouse.org/'
A99A0A699-en.txt,The Jewelled Garland: An Aspiration for the Spread of the Teachings of the Omniscient Father and Son, Masters of the Teachings of the Ancient Translations,en,'https://www.lotsawahouse.org/'
A99A0A699-bo.txt,The Jewelled Garland: An Aspiration for the Spread of the Teachings of the Omniscient Father and Son, Masters of the Teachings of the Ancient Translations,bo,'https://www.lotsawahouse.org/'
A686869EE-en.txt,A Prayer for Auspiciousness,en,'https://www.lotsawahouse.org/'
A686869EE-bo.txt,A Prayer for Auspiciousness,bo,'https://www.lotsawahouse.org/'
ACA09141E-en.txt,A Prayer to Chöying Dorje,en,'https://www.lotsawahouse.org/'
ACA09141E-bo.txt,A Prayer to Chöying Dorje,bo,'https://www.lotsawahouse.org/'
AFFB8E885-en.txt,A Prayer to Mañjuśrī,en,'https://www.lotsawahouse.org/'
AFFB8E885-bo.txt,A Prayer to Mañjuśrī,bo,'https://www.lotsawahouse.org/'
AE864C4A0-en.txt,A Prayer to Yumka Tsogyal,en,'https://www.lotsawahouse.org/'
AE864C4A0-bo.txt,A Prayer to Yumka Tsogyal,bo,'https://www.lotsawahouse.org/'
AF668D6D6-en.txt,A Short Prayer to Chöying Dorje,en,'https://www.lotsawahouse.org/'
AF668D6D6-bo.txt,A Short Prayer to Chöying Dorje,bo,'https://www.lotsawahouse.org/'
A1D54EE3C-en.txt,Daily Practice of Vajrakīla,en,'https://www.lotsawahouse.org/'
A1D54EE3C-bo.txt,Daily Practice of Vajrakīla,bo,'https://www.lotsawahouse.org/'
A1A1F1981-en.txt,Invoking the Blessings of the Kagyü Lineage—‘Dorjechang Thungma’,en,'https://www.lotsawahouse.org/'
A1A1F1981-bo.txt,Invoking the Blessings of the Kagyü Lineage—‘Dorjechang Thungma’,bo,'https://www.lotsawahouse.org/'
A7C66907F-en.txt,Prayer to Butön Rinpoche,en,'https://www.lotsawahouse.org/'
A7C66907F-bo.txt,Prayer to Butön Rinpoche,bo,'https://www.lotsawahouse.org/'
A7CC3D9C8-en.txt,The Rishi's Maledictory Incantation: An Invocation of Wisdom Mind and Sacred Pledges for Reversing the Disturbances and Agitations of Dark Times In the Form of an Aspiration Prayer,en,'https://www.lotsawahouse.org/'
A7CC3D9C8-de.txt,The Rishi's Maledictory Incantation: An Invocation of Wisdom Mind and Sacred Pledges for Reversing the Disturbances and Agitations of Dark Times In the Form of an Aspiration Prayer,de,'https://www.lotsawahouse.org/'
A7CC3D9C8-fr.txt,The Rishi's Maledictory Incantation: An Invocation of Wisdom Mind and Sacred Pledges for Reversing the Disturbances and Agitations of Dark Times In the Form of an Aspiration Prayer,fr,'https://www.lotsawahouse.org/'
A7CC3D9C8-it.txt,The Rishi's Maledictory Incantation: An Invocation of Wisdom Mind and Sacred Pledges for Reversing the Disturbances and Agitations of Dark Times In the Form of an Aspiration Prayer,it,'https://www.lotsawahouse.org/'
A7CC3D9C8-bo.txt,The Rishi's Maledictory Incantation: An Invocation of Wisdom Mind and Sacred Pledges for Reversing the Disturbances and Agitations of Dark Times In the Form of an Aspiration Prayer,bo,'https://www.lotsawahouse.org/'
A64216866-en.txt,The Excellent Path of Supreme Great Bliss: A Prayer for Calling the Guru from Afar,en,'https://www.lotsawahouse.org/'
A64216866-bo.txt,The Excellent Path of Supreme Great Bliss: A Prayer for Calling the Guru from Afar,bo,'https://www.lotsawahouse.org/'
A9F4484E2-en.txt,Prayer for the Long Life of Namkhai Norbu Rinpoche,en,'https://www.lotsawahouse.org/'
A9F4484E2-bo.txt,Prayer for the Long Life of Namkhai Norbu Rinpoche,bo,'https://www.lotsawahouse.org/'
A1C16571D-en.txt,Prayer for the Long Life of Soktsé Rinpoche,en,'https://www.lotsawahouse.org/'
A1C16571D-bo.txt,Prayer for the Long Life of Soktsé Rinpoche,bo,'https://www.lotsawahouse.org/'
AE872FDD0-en.txt,Essence of All the Buddhas of Past, Present and Future,en,'https://www.lotsawahouse.org/'
AE872FDD0-bo.txt,Essence of All the Buddhas of Past, Present and Future,bo,'https://www.lotsawahouse.org/'
A3516A1E7-en.txt,The Condensed Essence: A Daily Practice of the Wrathful Guru Takhyung Barwa,en,'https://www.lotsawahouse.org/'
A3516A1E7-bo.txt,The Condensed Essence: A Daily Practice of the Wrathful Guru Takhyung Barwa,bo,'https://www.lotsawahouse.org/'
A708074E7-en.txt,Dhāraṇī of Goddess Parṇaśavarī,en,'https://www.lotsawahouse.org/'
A708074E7-bo.txt,Dhāraṇī of Goddess Parṇaśavarī,bo,'https://www.lotsawahouse.org/'
A713B47F8-en.txt,Short Maṇḍala Offering,en,'https://www.lotsawahouse.org/'
A713B47F8-bo.txt,Short Maṇḍala Offering,bo,'https://www.lotsawahouse.org/'
A1745CD87-en.txt,Thirty-Seven Point Maṇḍala Offering,en,'https://www.lotsawahouse.org/'
A1745CD87-fr.txt,Thirty-Seven Point Maṇḍala Offering,fr,'https://www.lotsawahouse.org/'
A1745CD87-bo.txt,Thirty-Seven Point Maṇḍala Offering,bo,'https://www.lotsawahouse.org/'
A331586DB-en.txt,Töpa Gyatsoma Offering Prayer,en,'https://www.lotsawahouse.org/'
A331586DB-bo.txt,Töpa Gyatsoma Offering Prayer,bo,'https://www.lotsawahouse.org/'
AF8C1A4AC-en.txt,Purification of Negativity through Amitābha,en,'https://www.lotsawahouse.org/'
AF8C1A4AC-bo.txt,Purification of Negativity through Amitābha,bo,'https://www.lotsawahouse.org/'
ACED4C492-en.txt,The Method of Accomplishment of Ārya Avalokiteśvara: The Practice of Great Compassion & Mahāmudrā in Union,en,'https://www.lotsawahouse.org/'
ACED4C492-bo.txt,The Method of Accomplishment of Ārya Avalokiteśvara: The Practice of Great Compassion & Mahāmudrā in Union,bo,'https://www.lotsawahouse.org/'
A8FD49F7B-en.txt,The New Glorious Bestower of Immortality: A Long-Life Practice and Empowerment that Unites the Oral, Treasure and Visionary Teachings,en,'https://www.lotsawahouse.org/'
A8FD49F7B-bo.txt,The New Glorious Bestower of Immortality: A Long-Life Practice and Empowerment that Unites the Oral, Treasure and Visionary Teachings,bo,'https://www.lotsawahouse.org/'
AFCB677FD-en.txt,The Sādhana and Empowerment for the Extremely Close Lineage of the Long-Life Practice that Unites the Oral, Treasure and Visionary Teachings,en,'https://www.lotsawahouse.org/'
AFCB677FD-bo.txt,The Sādhana and Empowerment for the Extremely Close Lineage of the Long-Life Practice that Unites the Oral, Treasure and Visionary Teachings,bo,'https://www.lotsawahouse.org/'
A3F1C7C43-en.txt,A Prayer of Aspiration for the Copper-Coloured Mountain of Glory,en,'https://www.lotsawahouse.org/'
A3F1C7C43-pt.txt,A Prayer of Aspiration for the Copper-Coloured Mountain of Glory,pt,'https://www.lotsawahouse.org/'
A3F1C7C43-bo.txt,A Prayer of Aspiration for the Copper-Coloured Mountain of Glory,bo,'https://www.lotsawahouse.org/'
AC070AA58-en.txt,The Aspiration of the Vajradhātu Maṇḍala,en,'https://www.lotsawahouse.org/'
AC070AA58-de.txt,The Aspiration of the Vajradhātu Maṇḍala,de,'https://www.lotsawahouse.org/'
AC070AA58-fr.txt,The Aspiration of the Vajradhātu Maṇḍala,fr,'https://www.lotsawahouse.org/'
AC070AA58-bo.txt,The Aspiration of the Vajradhātu Maṇḍala,bo,'https://www.lotsawahouse.org/'
A3E9FF322-en.txt,Threefold Aspiration for Rebirth in Zangdok Palri,en,'https://www.lotsawahouse.org/'
A3E9FF322-bo.txt,Threefold Aspiration for Rebirth in Zangdok Palri,bo,'https://www.lotsawahouse.org/'
A24CC2298-en.txt,Concise Offering of the Body from the Root Text of the Heart Accomplishment of the Guru Tukdrup, The Essential Manual of Oral Instructions (Shaldam Nyingjang),en,'https://www.lotsawahouse.org/'
A24CC2298-bo.txt,Concise Offering of the Body from the Root Text of the Heart Accomplishment of the Guru Tukdrup, The Essential Manual of Oral Instructions (Shaldam Nyingjang),bo,'https://www.lotsawahouse.org/'
AE286572B-en.txt,The Confession of Downfalls from the Great Compassionate One’s Lotus Uṣṇīṣa,en,'https://www.lotsawahouse.org/'
AE286572B-bo.txt,The Confession of Downfalls from the Great Compassionate One’s Lotus Uṣṇīṣa,bo,'https://www.lotsawahouse.org/'
A45581898-en.txt,The Inexpressible, Ultimate Confession (Yeshe Kuchokma),en,'https://www.lotsawahouse.org/'
A45581898-bo.txt,The Inexpressible, Ultimate Confession (Yeshe Kuchokma),bo,'https://www.lotsawahouse.org/'
AA819790A-en.txt,The Lament of Rudra,en,'https://www.lotsawahouse.org/'
AA819790A-bo.txt,The Lament of Rudra,bo,'https://www.lotsawahouse.org/'
AB2F794B7-en.txt,Pearl Droplets of Blessings: A Prayer to the Guru Who Embodies All,en,'https://www.lotsawahouse.org/'
AB2F794B7-bo.txt,Pearl Droplets of Blessings: A Prayer to the Guru Who Embodies All,bo,'https://www.lotsawahouse.org/'
A61B10121-en.txt,The Prayer in Six Vajra Lines,en,'https://www.lotsawahouse.org/'
A61B10121-de.txt,The Prayer in Six Vajra Lines,de,'https://www.lotsawahouse.org/'
A61B10121-es.txt,The Prayer in Six Vajra Lines,es,'https://www.lotsawahouse.org/'
A61B10121-fr.txt,The Prayer in Six Vajra Lines,fr,'https://www.lotsawahouse.org/'
A61B10121-it.txt,The Prayer in Six Vajra Lines,it,'https://www.lotsawahouse.org/'
A61B10121-nl.txt,The Prayer in Six Vajra Lines,nl,'https://www.lotsawahouse.org/'
A61B10121-bo.txt,The Prayer in Six Vajra Lines,bo,'https://www.lotsawahouse.org/'
A0A7355DA-en.txt,The Prayer to Guru Rinpoche that Spontaneously Fulfils All Wishes (Sampa Lhundrupma) from The Guru’s Heart Practice: The Wish-Fulfilling Jewel,en,'https://www.lotsawahouse.org/'
A0A7355DA-de.txt,The Prayer to Guru Rinpoche that Spontaneously Fulfils All Wishes (Sampa Lhundrupma) from The Guru’s Heart Practice: The Wish-Fulfilling Jewel,de,'https://www.lotsawahouse.org/'
A0A7355DA-fr.txt,The Prayer to Guru Rinpoche that Spontaneously Fulfils All Wishes (Sampa Lhundrupma) from The Guru’s Heart Practice: The Wish-Fulfilling Jewel,fr,'https://www.lotsawahouse.org/'
A0A7355DA-bo.txt,The Prayer to Guru Rinpoche that Spontaneously Fulfils All Wishes (Sampa Lhundrupma) from The Guru’s Heart Practice: The Wish-Fulfilling Jewel,bo,'https://www.lotsawahouse.org/'
AE985D93B-en.txt,The Testament Prayer to Orgyen Rinpoche,en,'https://www.lotsawahouse.org/'
AE985D93B-zh.txt,The Testament Prayer to Orgyen Rinpoche,zh,'https://www.lotsawahouse.org/'
AE985D93B-bo.txt,The Testament Prayer to Orgyen Rinpoche,bo,'https://www.lotsawahouse.org/'
A11761246-en.txt,A Concise Guru Yoga,en,'https://www.lotsawahouse.org/'
A11761246-zh.txt,A Concise Guru Yoga,zh,'https://www.lotsawahouse.org/'
A11761246-bo.txt,A Concise Guru Yoga,bo,'https://www.lotsawahouse.org/'
A9D62641A-en.txt,Treasury of Supreme Blessings: A Guru Yoga,en,'https://www.lotsawahouse.org/'
A9D62641A-bo.txt,Treasury of Supreme Blessings: A Guru Yoga,bo,'https://www.lotsawahouse.org/'
A81767995-en.txt,Wellspring of Bounty for the Fortunate: A Guru Yoga of the Three Family Lords,en,'https://www.lotsawahouse.org/'
A81767995-bo.txt,Wellspring of Bounty for the Fortunate: A Guru Yoga of the Three Family Lords,bo,'https://www.lotsawahouse.org/'
ADCBE6241-en.txt,Youthfulness Gained in Vajra-like Immortality: Verses of Truth for the Long Life of the Perfect Masters,en,'https://www.lotsawahouse.org/'
ADCBE6241-bo.txt,Youthfulness Gained in Vajra-like Immortality: Verses of Truth for the Long Life of the Perfect Masters,bo,'https://www.lotsawahouse.org/'
AEDD4AE3C-en.txt,The Summoning of Longevity from Chimé Pakmé Nyingtik,en,'https://www.lotsawahouse.org/'
AEDD4AE3C-bo.txt,The Summoning of Longevity from Chimé Pakmé Nyingtik,bo,'https://www.lotsawahouse.org/'
A9BA10A0A-en.txt,The Concise Cleansing Offering from The Guru’s Heart Practice: Dispelling All Obstacles on the Path,en,'https://www.lotsawahouse.org/'
A9BA10A0A-bo.txt,The Concise Cleansing Offering from The Guru’s Heart Practice: Dispelling All Obstacles on the Path,bo,'https://www.lotsawahouse.org/'
AB639F529-en.txt,White and Red Sur Offerings That Are Very Easy to Apply,en,'https://www.lotsawahouse.org/'
AB639F529-bo.txt,White and Red Sur Offerings That Are Very Easy to Apply,bo,'https://www.lotsawahouse.org/'
A4F50348B-en.txt,The Excellent Bilva Tree of Auspiciousness: Praise and Prayer to Terchen Chokgyur Lingpa,en,'https://www.lotsawahouse.org/'
A4F50348B-bo.txt,The Excellent Bilva Tree of Auspiciousness: Praise and Prayer to Terchen Chokgyur Lingpa,bo,'https://www.lotsawahouse.org/'
A19D2C122-en.txt,A Prayer to the Vidyādhara Gurus,en,'https://www.lotsawahouse.org/'
A19D2C122-bo.txt,A Prayer to the Vidyādhara Gurus,bo,'https://www.lotsawahouse.org/'
A4C6E4C48-en.txt,Prayer to Khyentse Wangpo, Kongtrul and Chokgyur Lingpa,en,'https://www.lotsawahouse.org/'
A4C6E4C48-bo.txt,Prayer to Khyentse Wangpo, Kongtrul and Chokgyur Lingpa,bo,'https://www.lotsawahouse.org/'
AEF936842-en.txt,Prayer to Khyentse Wangpo, Kongtrul and Chokgyur Lingpa,en,'https://www.lotsawahouse.org/'
AEF936842-bo.txt,Prayer to Khyentse Wangpo, Kongtrul and Chokgyur Lingpa,bo,'https://www.lotsawahouse.org/'
A2C42960B-en.txt,Concise Daily Practice of Vajrasattva,en,'https://www.lotsawahouse.org/'
A2C42960B-bo.txt,Concise Daily Practice of Vajrasattva,bo,'https://www.lotsawahouse.org/'
AA203524D-en.txt,Liberation Through Training in the Realm of Amitābha, Boundless Light,en,'https://www.lotsawahouse.org/'
AA203524D-bo.txt,Liberation Through Training in the Realm of Amitābha, Boundless Light,bo,'https://www.lotsawahouse.org/'
A51BEA5EE-en.txt,The Chariot Bound for Sukhāvatī, the Blissful Realm: The Liturgy for Cultivating Buddha Amitābha’s Pure Realm,en,'https://www.lotsawahouse.org/'
A51BEA5EE-bo.txt,The Chariot Bound for Sukhāvatī, the Blissful Realm: The Liturgy for Cultivating Buddha Amitābha’s Pure Realm,bo,'https://www.lotsawahouse.org/'
A10C991C1-en.txt,The Single-Page Practice of the Guru of Great Bliss,en,'https://www.lotsawahouse.org/'
A10C991C1-bo.txt,The Single-Page Practice of the Guru of Great Bliss,bo,'https://www.lotsawahouse.org/'
A733394BA-en.txt,The Twenty-Eight Commitments,en,'https://www.lotsawahouse.org/'
A733394BA-bo.txt,The Twenty-Eight Commitments,bo,'https://www.lotsawahouse.org/'
AFCC0F709-en.txt,Cloud-Banks of the Two Accumulations: A Feast Offering Including the Six Vajra Lines Prayer to Be Practiced with Any Guru Sādhana,en,'https://www.lotsawahouse.org/'
AFCC0F709-bo.txt,Cloud-Banks of the Two Accumulations: A Feast Offering Including the Six Vajra Lines Prayer to Be Practiced with Any Guru Sādhana,bo,'https://www.lotsawahouse.org/'
AD74F4914-en.txt,Prayer for the Long Life of Chökyi Nyima Rinpoche,en,'https://www.lotsawahouse.org/'
AD74F4914-bo.txt,Prayer for the Long Life of Chökyi Nyima Rinpoche,bo,'https://www.lotsawahouse.org/'
AC2CC91D8-en.txt,Prayer for the Long Life of Chökyi Nyima Rinpoche,en,'https://www.lotsawahouse.org/'
AC2CC91D8-bo.txt,Prayer for the Long Life of Chökyi Nyima Rinpoche,bo,'https://www.lotsawahouse.org/'
AF52CA21A-en.txt,A Concise Supplication to the Most Noble Tārā,en,'https://www.lotsawahouse.org/'
AF52CA21A-bo.txt,A Concise Supplication to the Most Noble Tārā,bo,'https://www.lotsawahouse.org/'
AF935AF52-en.txt,The Moonlight of Auspiciousness: Prayer for the Swift Return of the Supreme Tulku,en,'https://www.lotsawahouse.org/'
AF935AF52-bo.txt,The Moonlight of Auspiciousness: Prayer for the Swift Return of the Supreme Tulku,bo,'https://www.lotsawahouse.org/'
A400F4E36-en.txt,Aspiration for the Long Life of Dezhung Rinpoche (Jampa Kunga Tenpé Nyima),en,'https://www.lotsawahouse.org/'
A400F4E36-bo.txt,Aspiration for the Long Life of Dezhung Rinpoche (Jampa Kunga Tenpé Nyima),bo,'https://www.lotsawahouse.org/'
AF7880AFE-en.txt,Prayer for the Long Life of Dezhung Rinpoche,en,'https://www.lotsawahouse.org/'
AF7880AFE-bo.txt,Prayer for the Long Life of Dezhung Rinpoche,bo,'https://www.lotsawahouse.org/'
A4A1D77FF-en.txt,Prayer of Transference,en,'https://www.lotsawahouse.org/'
A4A1D77FF-bo.txt,Prayer of Transference,bo,'https://www.lotsawahouse.org/'
A927FC08D-en.txt,Heart Advice in Four Lines,en,'https://www.lotsawahouse.org/'
A927FC08D-es.txt,Heart Advice in Four Lines,es,'https://www.lotsawahouse.org/'
A927FC08D-pt.txt,Heart Advice in Four Lines,pt,'https://www.lotsawahouse.org/'
A927FC08D-bo.txt,Heart Advice in Four Lines,bo,'https://www.lotsawahouse.org/'
AD8D6DE7E-en.txt,A Prayer for the Spread of Kyabje Dilgo Khyentse Rinpoche’s Termas,en,'https://www.lotsawahouse.org/'
AD8D6DE7E-bo.txt,A Prayer for the Spread of Kyabje Dilgo Khyentse Rinpoche’s Termas,bo,'https://www.lotsawahouse.org/'
A6F8868F2-en.txt,The Blissful Path to the Ocean of Bodhichitta: A Brief Prayer of Aspiration for Mind Training,en,'https://www.lotsawahouse.org/'
A6F8868F2-zh.txt,The Blissful Path to the Ocean of Bodhichitta: A Brief Prayer of Aspiration for Mind Training,zh,'https://www.lotsawahouse.org/'
A6F8868F2-bo.txt,The Blissful Path to the Ocean of Bodhichitta: A Brief Prayer of Aspiration for Mind Training,bo,'https://www.lotsawahouse.org/'
A751CC56B-en.txt,The Vidyādharas' Words of Truth: An Aspiration Connected with the Stages of the Path of the Three Roots, from the Heart Essence of the Vast Expanse,en,'https://www.lotsawahouse.org/'
A751CC56B-bo.txt,The Vidyādharas' Words of Truth: An Aspiration Connected with the Stages of the Path of the Three Roots, from the Heart Essence of the Vast Expanse,bo,'https://www.lotsawahouse.org/'
A45D9A8D8-en.txt,Wisdom's Melody: An Aspiration to Realize Madhyamaka, Mahāmudrā, and Mahā Ati,en,'https://www.lotsawahouse.org/'
A45D9A8D8-zh.txt,Wisdom's Melody: An Aspiration to Realize Madhyamaka, Mahāmudrā, and Mahā Ati,zh,'https://www.lotsawahouse.org/'
A45D9A8D8-bo.txt,Wisdom's Melody: An Aspiration to Realize Madhyamaka, Mahāmudrā, and Mahā Ati,bo,'https://www.lotsawahouse.org/'
A1605FE5E-en.txt,Calling the Guru From Afar,en,'https://www.lotsawahouse.org/'
A1605FE5E-bo.txt,Calling the Guru From Afar,bo,'https://www.lotsawahouse.org/'
A641DADD6-en.txt,Calling the Guru from Afar,en,'https://www.lotsawahouse.org/'
A641DADD6-bo.txt,Calling the Guru from Afar,bo,'https://www.lotsawahouse.org/'
A5177BE0E-en.txt,Nectar Shower of Blessings: A Song of Yearning Devotion Recalling the Everpresent Gurus,en,'https://www.lotsawahouse.org/'
A5177BE0E-es.txt,Nectar Shower of Blessings: A Song of Yearning Devotion Recalling the Everpresent Gurus,es,'https://www.lotsawahouse.org/'
A5177BE0E-fr.txt,Nectar Shower of Blessings: A Song of Yearning Devotion Recalling the Everpresent Gurus,fr,'https://www.lotsawahouse.org/'
A5177BE0E-bo.txt,Nectar Shower of Blessings: A Song of Yearning Devotion Recalling the Everpresent Gurus,bo,'https://www.lotsawahouse.org/'
AD709ED78-en.txt,Concise Offering of the Body from the Root Text of the Heart Accomplishment of the Guru Tukdrup, The Essential Manual of Oral Instructions (Shaldam Nyingjang),en,'https://www.lotsawahouse.org/'
AD709ED78-bo.txt,Concise Offering of the Body from the Root Text of the Heart Accomplishment of the Guru Tukdrup, The Essential Manual of Oral Instructions (Shaldam Nyingjang),bo,'https://www.lotsawahouse.org/'
A1F56F5F1-en.txt,Shower of Indestructible Splendour: A Self-Initiation for the Guru Practice of the Vidyādhara Assembly, from the Heart-Essence of the Vast Expanse,en,'https://www.lotsawahouse.org/'
A1F56F5F1-bo.txt,Shower of Indestructible Splendour: A Self-Initiation for the Guru Practice of the Vidyādhara Assembly, from the Heart-Essence of the Vast Expanse,bo,'https://www.lotsawahouse.org/'
A3569774E-en.txt,A Garland of Vajra Words: A Prayer to the Guru,en,'https://www.lotsawahouse.org/'
A3569774E-bo.txt,A Garland of Vajra Words: A Prayer to the Guru,bo,'https://www.lotsawahouse.org/'
A8BA31593-en.txt,All Wishes Swiftly Fulfilled: A Prayer to the Mahāguru of Uḍḍiyāna in Eight Chapters,en,'https://www.lotsawahouse.org/'
A8BA31593-zh.txt,All Wishes Swiftly Fulfilled: A Prayer to the Mahāguru of Uḍḍiyāna in Eight Chapters,zh,'https://www.lotsawahouse.org/'
A8BA31593-bo.txt,All Wishes Swiftly Fulfilled: A Prayer to the Mahāguru of Uḍḍiyāna in Eight Chapters,bo,'https://www.lotsawahouse.org/'
AC9C619EA-en.txt,Guru Yoga: The Complete Path of Sūtra And Tantra,en,'https://www.lotsawahouse.org/'
AC9C619EA-bo.txt,Guru Yoga: The Complete Path of Sūtra And Tantra,bo,'https://www.lotsawahouse.org/'
